,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
83011,2/27/88,6,Seasons Change,Expose,1,1,14,,Seasons Change Expose,spotify:track:0f24hVOA4gLM8imuvoQ0Uh,Exposé
83012,3/11/78,6,Stayin' Alive,Bee Gees,2,1,14,,Stayin' Alive Bee Gees,spotify:track:5ubvP9oKmxLUVq506fgLhk,Bee Gees
83013,7/26/80,6,Coming Up (Live At Glasgow),Paul McCartney And Wings,2,1,14,,Coming Up (Live At Glasgow) Paul McCartney And Wings,,
83014,3/24/79,6,Da Ya Think I'm Sexy?,Rod Stewart,3,1,14,,Da Ya Think I'm Sexy? Rod Stewart,spotify:track:4z7maGZkAonDlXlwo8q69f,Rod Stewart
83015,1/5/80,6,Babe,Styx,3,1,14,,Babe Styx,spotify:track:5W7YROOF6bFfBexY81LFjt,Styx
83016,4/30/77,6,Don't Give Up On Us,David Soul,4,1,14,,Don't Give Up On Us David Soul,spotify:track:23IWhAK0cYRwnBT5EE8i3u,David Soul
83017,7/31/93,6,That's The Way Love Goes,Janet Jackson,4,1,14,,That's The Way Love Goes Janet Jackson,spotify:track:29rQJydAlO0uMyWvRIZxQg,Janet Jackson
83018,3/15/69,6,Crimson And Clover,Tommy James And The Shondells,5,1,14,,Crimson And Clover Tommy James And The Shondells,spotify:track:5jfgilRtwvpSfZyKkqIGNW,Tommy James & The Shondells
83019,5/18/74,6,Bennie And The Jets,Elton John,5,1,14,,Bennie And The Jets Elton John,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,Elton John
83020,7/6/96,6,Always Be My Baby,Mariah Carey,5,1,14,,Always Be My Baby Mariah Carey,spotify:track:2aBxt229cbLDOvtL7Xbb9x,Mariah Carey
83021,5/16/09,6,Right Round,Flo Rida,5,1,14,,Right Round Flo Rida,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,Flo Rida
83022,9/22/73,6,Brother Louie,Stories,6,1,14,,Brother Louie Stories,spotify:track:5kbSslE6zBMZnULSrE4SdZ,Stories
83023,5/2/81,6,Rapture,Blondie,6,1,14,,Rapture Blondie,spotify:track:6F2vo4sxRNQ58VYe3pdiaL,Blondie
83024,11/10/07,6,Stronger,Kanye West,6,1,14,,Stronger Kanye West,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,Kanye West
83025,12/25/10,6,Only Girl (In The World),Rihanna,6,1,14,,Only Girl (In The World) Rihanna,spotify:track:2ENexcMEMsYk0rVJigVD3i,Rihanna
83090,6/7/69,7,Aquarius/Let The Sunshine In,The 5th Dimension,3,1,14,,Aquarius/Let The Sunshine In The 5th Dimension,spotify:track:0HZlND4giwzgolBpaNIRGV,The 5th Dimension
83091,8/11/79,7,Ring My Bell,Anita Ward,3,1,14,,Ring My Bell Anita Ward,spotify:track:7GK2KVYH8FrTC9zehmjVMd,Anita Ward
83092,3/10/73,7,Crocodile Rock,Elton John,5,1,14,,Crocodile Rock Elton John,spotify:track:6WCeFNVAXUtNczb7lqLiZU,Elton John
83093,4/27/68,7,(Sittin' On) The Dock Of The Bay,Otis Redding,6,1,14,,(Sittin' On) The Dock Of The Bay Otis Redding,spotify:track:3zBhihYUHBmGd2bcQIobrF,Otis Redding
83094,2/16/19,7,"Thank U, Next",Ariana Grande,6,1,14,,"Thank U, Next Ariana Grande",spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande
83095,11/6/10,7,Teenage Dream,Katy Perry,7,1,14,,Teenage Dream Katy Perry,spotify:track:5jzKL4BDMClWqRguW5qZvh,Katy Perry
83156,3/29/86,8,Sara,Starship,2,1,14,,Sara Starship,spotify:track:0HzjKCZmFhwcO2vnnHpj9q,Starship
83157,4/13/74,8,Seasons In The Sun,Terry Jacks,4,1,14,,Seasons In The Sun Terry Jacks,spotify:track:0X3d9gx7UDYgcwwkgTeNLR,Terry Jacks
83158,9/16/72,8,Brandy (You're A Fine Girl),Looking Glass,5,1,14,,Brandy (You're A Fine Girl) Looking Glass,spotify:track:2BY7ALEWdloFHgQZG6VMLA,Looking Glass
83159,12/6/08,8,So What,P!nk,5,1,14,,So What P!nk,spotify:track:0JiY190vktuhSGN6aqJdrt,P!nk
83160,3/11/61,8,Calcutta,Lawrence Welk And His Orchestra,6,1,14,,Calcutta Lawrence Welk And His Orchestra,,
83161,9/19/70,8,(They Long To Be) Close To You,Carpenters,8,1,14,,(They Long To Be) Close To You Carpenters,spotify:track:50q2aUjWoTn6CJIfSPRJQA,Carpenters
83162,1/4/86,8,Separate Lives,Phil Collins and Marilyn Martin,8,1,14,,Separate Lives Phil Collins and Marilyn Martin,spotify:track:3i4N1cOC5I27SC8cLAXquk,BFM Hits
83163,5/21/16,8,Pillowtalk,Zayn,9,1,14,,Pillowtalk Zayn,spotify:track:0PDUDa38GO8lMxLCRc4lL1,ZAYN
83215,11/16/91,9,Romantic,Karyn White,2,1,14,,Romantic Karyn White,spotify:track:1eDCizNe4EQMj7okkjIeXo,Karyn White
83216,11/14/81,9,Arthur's Theme (Best That You Can Do),Christopher Cross,3,1,14,,Arthur's Theme (Best That You Can Do) Christopher Cross,spotify:track:5fnOrhQ4KgT5irGCjIccGH,Christopher Cross
83217,6/16/79,9,Reunited,Peaches & Herb,4,1,14,,Reunited Peaches & Herb,spotify:track:7wbPfd2mXbStoZZSnHNd2V,Peaches & Herb
83218,4/7/01,9,Stutter,Joe Featuring Mystikal,4,1,14,,Stutter Joe Featuring Mystikal,,
83219,8/27/16,9,Can't Stop The Feeling!,Justin Timberlake,4,1,14,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
83220,5/29/10,9,Rude Boy,Rihanna,6,1,14,,Rude Boy Rihanna,spotify:track:60jzFy6Nn4M0iD1d94oteF,Rihanna
83221,3/19/60,9,Teen Angel,Mark Dinning,7,1,14,,Teen Angel Mark Dinning,spotify:track:36NPEs4S7ik50NrlzaqoIJ,Mark Dinning
83222,2/26/72,9,American Pie (Parts I & II),Don McLean,7,1,14,,American Pie (Parts I & II) Don McLean,,
83223,3/8/75,9,Pick Up The Pieces,AWB,7,1,14,,Pick Up The Pieces AWB,spotify:track:2x1LQq8lsUzAA2wNj8yjC9,Average White Band
83224,10/9/76,9,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,9,1,14,,"(Shake, Shake, Shake) Shake Your Booty KC And The Sunshine Band",spotify:track:3Is0Nnz59rzbNZE491URlY,KC & The Sunshine Band
83277,8/7/76,10,Afternoon Delight,Starland Vocal Band,4,1,14,,Afternoon Delight Starland Vocal Band,spotify:track:3uLk0uQ4zMS26h89Of8XOD,Starland Vocal Band
83278,5/8/76,10,Disco Lady,Johnnie Taylor,6,1,14,,Disco Lady Johnnie Taylor,spotify:track:1tMyqN7bNCokdg7jWgKPc8,Johnnie Taylor
83279,9/23/89,10,Cold Hearted,Paula Abdul,6,1,14,,Cold Hearted Paula Abdul,spotify:track:6jrp8qBMJO6vhAeYVAsdk9,Paula Abdul
83280,11/4/72,10,Ben,Michael Jackson,8,1,14,,Ben Michael Jackson,spotify:track:0ZFqB9g2FujbmMSrjqsL3j,Michael Jackson
83281,6/7/75,10,Philadelphia Freedom,The Elton John Band,12,1,14,,Philadelphia Freedom The Elton John Band,spotify:track:0PCqVDtuLBK151lUataXgS,ProSound Karaoke Band
83342,2/27/88,11,Could've Been,Tiffany,3,1,14,,Could've Been Tiffany,spotify:track:1xvGuRbLxTkpb5UdUG7HME,"Tiffany,George Tobin,Bill Smith"
83343,6/17/89,11,Rock On (From Dream A Little Dream),Michael Damian,4,1,14,,Rock On (From Dream A Little Dream) Michael Damian,,
83344,1/4/75,11,Cat's In The Cradle,Harry Chapin,5,1,14,,Cat's In The Cradle Harry Chapin,spotify:track:2obblQ6tcePeOEVJV6nEGD,Harry Chapin
83345,10/9/99,11,Bailamos,Enrique Iglesias,5,1,14,,Bailamos Enrique Iglesias,spotify:track:2bbeNsFmjZqdoDhjLsKNWe,Enrique Iglesias
83346,3/7/92,11,Don't Let The Sun Go Down On Me,George Michael/Elton John,7,1,14,,Don't Let The Sun Go Down On Me George Michael/Elton John,spotify:track:6Zkulfbv0ebe7tukkftvd1,"Elton John,George Michael"
83347,6/27/98,11,All My Life,K-Ci & JoJo,8,1,14,,All My Life K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,K-Ci & JoJo
83348,5/3/69,11,Dizzy,Tommy Roe,9,1,14,,Dizzy Tommy Roe,spotify:track:5LvIl1VHaqtCJJXwrB8QR9,Tommy Roe
83395,2/17/73,12,Superstition,Stevie Wonder,5,1,14,,Superstition Stevie Wonder,spotify:track:1h2xVEoJORqrg71HocgqXd,Stevie Wonder
83396,10/24/59,12,Sleep Walk,Santo & Johnny,6,1,14,,Sleep Walk Santo & Johnny,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,Santo & Johnny
83397,8/13/77,12,Da Doo Ron Ron,Shaun Cassidy,6,1,14,,Da Doo Ron Ron Shaun Cassidy,spotify:track:0BTjoeNHz0mSjXCZO4hzad,Shaun Cassidy
83398,9/28/91,12,(Everything I Do) I Do It For You,Bryan Adams,6,1,14,,(Everything I Do) I Do It For You Bryan Adams,spotify:track:6eBK3edMW7bEzecF1eCezc,Bryan Adams
83399,3/23/85,12,Careless Whisper,Wham! Featuring George Michael,7,1,14,,Careless Whisper Wham! Featuring George Michael,spotify:track:3znmKJPs3Nmokl598rl8Lz,Ameritz Karaoke Entertainment
83400,5/25/91,12,Baby Baby,Amy Grant,7,1,14,,Baby Baby Amy Grant,spotify:track:3IDsegNBHC4pjGCOMTQYlU,Amy Grant
83401,11/5/77,12,Star Wars Theme/Cantina Band,Meco,9,1,14,,Star Wars Theme/Cantina Band Meco,spotify:track:4MVA30NmvNtpbDon1ZG7mk,Meco
83402,9/18/99,12,"Bills, Bills, Bills",Destiny's Child,9,1,14,,"Bills, Bills, Bills Destiny's Child",spotify:track:1Oi2zpmL81Q0yScF1zxaC0,Destiny's Child
83403,4/23/77,12,Rich Girl,Daryl Hall John Oates,10,1,14,,Rich Girl Daryl Hall John Oates,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,Daryl Hall & John Oates
83455,3/11/00,13,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,4,1,14,,Thank God I Found You Mariah Carey Featuring Joe & 98 Degrees,,
83456,6/1/85,13,Crazy For You,Madonna,6,1,14,,Crazy For You Madonna,spotify:track:6B4oVElDIKRNcNUary0WG7,Madonna
83457,7/20/74,13,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,7,1,14,,"Billy, Don't Be A Hero Bo Donaldson And The Heywoods",spotify:track:7F5ce0ByLsO5jCPaOuWZHg,Steven Wright
83458,1/18/92,13,Set Adrift On Memory Bliss,P.M. Dawn,11,1,14,,Set Adrift On Memory Bliss P.M. Dawn,spotify:track:3rcNGUOJ0mPOUcAFUlEyT3,P.M. Dawn
83509,2/8/86,14,"Say You, Say Me",Lionel Richie,5,1,14,,"Say You, Say Me Lionel Richie",spotify:track:17CPezzLWzvGfpZW6X8XT0,Lionel Richie
83510,11/16/85,14,Saving All My Love For You,Whitney Houston,6,1,14,,Saving All My Love For You Whitney Houston,spotify:track:1lx8ddGT5wCD6W2xmLeRKG,Whitney Houston
83511,4/27/74,14,Sunshine On My Shoulders,John Denver,7,1,14,,Sunshine On My Shoulders John Denver,spotify:track:3m8lTUL5GxGUNSaycI77ND,John Denver
83512,6/2/12,14,Part Of Me,Katy Perry,13,1,14,,Part Of Me Katy Perry,spotify:track:1nZzRJbFvCEct3uzu04ZoL,Katy Perry
83513,12/28/91,14,Cream,Prince And The N.P.G.,14,1,14,,Cream Prince And The N.P.G.,spotify:track:4QnjK45IBBZRVRWTEeZ3T8,"Prince,The New Power Generation"
83565,6/3/61,15,Runaway,Del Shannon,6,1,14,,Runaway Del Shannon,spotify:track:45Szkclj1lt4ubm7RFK68t,Del Shannon
83566,2/7/70,15,Someday We'll Be Together,Diana Ross & The Supremes,9,1,14,,Someday We'll Be Together Diana Ross & The Supremes,spotify:track:79Yk6AlSKi5dxDFINID2hS,Diana Ross & The Supremes
83567,1/23/10,15,3,Britney Spears,16,1,14,,3 Britney Spears,spotify:track:6pymOcrCnMuCWdgGVTvUgP,Britney Spears
83623,3/23/91,16,All The Man That I Need,Whitney Houston,7,1,14,,All The Man That I Need Whitney Houston,spotify:track:07M76e7IXxYdnC1BBiJxEX,Whitney Houston
83624,6/21/75,16,Thank God I'm A Country Boy,John Denver,8,1,14,,Thank God I'm A Country Boy John Denver,spotify:track:69HICMmc6nNLucAx3aJX9M,John Denver
83625,7/16/60,16,Cathy's Clown,The Everly Brothers,13,1,14,,Cathy's Clown The Everly Brothers,spotify:track:27bw4i8LnECzVlbMZ4kFHw,The Everly Brothers
83669,9/8/62,17,Roses Are Red (My Love),Bobby Vinton,8,1,14,,Roses Are Red (My Love) Bobby Vinton,spotify:track:0qYok0f8O5DE8yJSo146dn,Bobby Vinton
83670,2/2/63,17,Telstar,The Tornadoes,8,1,14,,Telstar The Tornadoes,spotify:track:5NIb0uP4CO3ckfyCIjjcFx,The Tornadoes
83671,8/15/87,17,Alone,Heart,9,1,14,,Alone Heart,spotify:track:54b8qPFqYqIndfdxiLApea,Heart
83672,8/18/90,17,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,9,1,14,,She Ain't Worth It Glenn Medeiros Featuring Bobby Brown,,
83673,7/29/89,17,Baby Don't Forget My Number,Milli Vanilli,10,1,14,,Baby Don't Forget My Number Milli Vanilli,spotify:track:3t4EJY6cTsb6FyP1EQzajK,Milli Vanilli
83674,11/21/70,17,Cracklin' Rosie,Neil Diamond,14,1,14,,Cracklin' Rosie Neil Diamond,spotify:track:5pkd9ib1RgbkAd1R9bIOCa,Neil Diamond
83719,3/17/90,18,Opposites Attract,Paula Abdul (Duet With The Wild Pair),6,1,14,,Opposites Attract Paula Abdul (Duet With The Wild Pair),,
83720,4/3/71,18,One Bad Apple,The Osmonds,9,1,14,,One Bad Apple The Osmonds,spotify:track:50UoJUrslRVqG0cg6uboyn,The Osmonds
83721,1/19/63,18,Big Girls Don't Cry,The 4 Seasons,11,1,14,,Big Girls Don't Cry The 4 Seasons,spotify:track:00meczE1jpLTX0BBzIGrAR,Frankie Valli & The Four Seasons
83722,12/3/66,18,96 Tears,? (Question Mark) & The Mysterians,11,1,14,,96 Tears ? (Question Mark) & The Mysterians,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,? & The Mysterians
83723,12/3/60,18,Save The Last Dance For Me,The Drifters,13,1,14,,Save The Last Dance For Me The Drifters,spotify:track:391TUcoPonqYykPkSZ5Z9U,The Drifters
83778,4/25/64,19,She Loves You,The Beatles,8,1,14,,She Loves You The Beatles,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,The Beatles
83779,6/11/88,19,Anything For You,Gloria Estefan & Miami Sound Machine,10,1,14,,Anything For You Gloria Estefan & Miami Sound Machine,spotify:track:7dTh87uqofE5LaDIxg9kPd,Zoom Karaoke
83780,6/20/70,19,American Woman/No Sugar Tonight,The Guess Who,18,1,14,,American Woman/No Sugar Tonight The Guess Who,,
83781,5/28/11,19,Born This Way,Lady Gaga,18,1,14,,Born This Way Lady Gaga,spotify:track:6r2BECwMgEoRb5yLfp0Hca,Lady Gaga
83839,1/30/88,20,So Emotional,Whitney Houston,9,1,14,,So Emotional Whitney Houston,spotify:track:4l2Edgdj4vla02GCh7YyAv,Whitney Houston
83840,5/20/72,20,A Horse With No Name,America,10,1,14,,A Horse With No Name America,spotify:track:54eZmuggBFJbV7k248bTTt,"America,George Martin"
83841,1/17/70,20,Come Together/Something,The Beatles,16,1,14,,Come Together/Something The Beatles,spotify:track:1aIh8C6OpXxOdM4pJatdIW,The Bornagen Beatles
83890,2/3/90,21,Another Day In Paradise,Phil Collins,10,1,14,,Another Day In Paradise Phil Collins,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,Phil Collins
83891,2/11/61,21,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,11,1,14,,Are You Lonesome To-night? Elvis Presley With The Jordanaires,,
83892,12/14/63,21,Deep Purple,Nino Tempo & April Stevens,11,1,14,,Deep Purple Nino Tempo & April Stevens,spotify:track:5kJez8nvgq0HqhWy3UTQFx,Nino Tempo & April Stevens
83893,10/29/83,21,Tell Her About It,Billy Joel,13,1,14,,Tell Her About It Billy Joel,spotify:track:6kCJMxv445L2okuTiou1fR,Billy Joel
83894,1/6/90,21,Blame It On The Rain,Milli Vanilli,13,1,14,,Blame It On The Rain Milli Vanilli,spotify:track:6onwlDmIVKE8bBgyBRSuS0,"J. Cole,kiLL edward"
83895,5/9/70,21,Bridge Over Troubled Water,Simon & Garfunkel,14,1,14,,Bridge Over Troubled Water Simon & Garfunkel,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel
83896,12/26/87,21,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,17,1,14,,(I've Had) The Time Of My Life Bill Medley & Jennifer Warnes,spotify:track:4BFMQ15vXr626UOoZL8bUI,"Bill Medley,Jennifer Warnes"
83947,8/22/87,22,Shakedown (From Beverly Hills Cop II),Bob Seger,12,1,14,,Shakedown (From Beverly Hills Cop II) Bob Seger,,
83948,1/18/75,22,Angie Baby,Helen Reddy,13,1,14,,Angie Baby Helen Reddy,spotify:track:46OZwUIGXFDclUHJYjunOj,Helen Reddy
83949,9/14/85,22,Shout,Tears For Fears,13,1,14,,Shout Tears For Fears,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,Tears For Fears
83950,8/10/91,22,Rush Rush,Paula Abdul,13,1,14,,Rush Rush Paula Abdul,spotify:track:015qd1I4v00JIoK7yOUgKC,Paula Abdul
83951,7/8/61,22,Running Scared,Roy Orbison,14,1,14,,Running Scared Roy Orbison,spotify:track:6sbj89WozjblBMa5u41orw,Roy Orbison
83952,8/31/63,22,So Much In Love,The Tymes,14,1,14,,So Much In Love The Tymes,spotify:track:6h0LLmMVZY108wNzD5UM6O,The Tymes
83953,12/17/66,22,Poor Side Of Town,Johnny Rivers,15,1,14,,Poor Side Of Town Johnny Rivers,spotify:track:0mw4Jox6N56qnFimcq1LWT,Johnny Rivers
83954,6/6/87,22,(I Just) Died In Your Arms,Cutting Crew,15,1,14,,(I Just) Died In Your Arms Cutting Crew,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,Cutting Crew
83995,2/13/65,23,Come See About Me,The Supremes,12,1,14,,Come See About Me The Supremes,spotify:track:307kcWJQNMdiYYKj1LgClU,The Supremes
83996,4/20/85,23,Can't Fight This Feeling,REO Speedwagon,13,1,14,,Can't Fight This Feeling REO Speedwagon,spotify:track:5WwqdeavrQrbeAMDxGawse,REO Speedwagon
83997,4/22/61,23,Pony Time,Chubby Checker,15,1,14,,Pony Time Chubby Checker,spotify:track:2XPEv2sB6c44DSocT2TwAc,Chubby Checker
84036,5/10/86,24,Rock Me Amadeus,Falco,15,1,14,,Rock Me Amadeus Falco,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,Falco
84037,10/20/90,24,Blaze Of Glory (From Young Guns II),Jon Bon Jovi,16,1,14,,Blaze Of Glory (From Young Guns II) Jon Bon Jovi,spotify:track:1sUTfgduT0WIQO8kXKXxLC,Jon Bon Jovi
84038,12/27/97,24,4 Seasons Of Loneliness,Boyz II Men,19,1,14,,4 Seasons Of Loneliness Boyz II Men,spotify:track:027tq4cWr0kRxLTfdxvM1L,Boyz II Men
84089,10/5/74,25,(You're) Having My Baby,Paul Anka with Odia Coates,14,1,14,,(You're) Having My Baby Paul Anka with Odia Coates,spotify:track:3HyGehU6OJz67jZZKrAMwW,Ameritz Karaoke Entertainment
84090,12/7/85,25,Part-Time Lover,Stevie Wonder,18,1,14,,Part-Time Lover Stevie Wonder,spotify:track:0Dm43YLUlGdePpSbI1ct8h,Stevie Wonder
84091,8/10/96,25,Tha Crossroads,Bone Thugs-N-Harmony,18,1,14,,Tha Crossroads Bone Thugs-N-Harmony,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,Bone Thugs-N-Harmony
84092,7/2/77,25,Sir Duke,Stevie Wonder,25,1,14,,Sir Duke Stevie Wonder,spotify:track:4pNiE4LCVV74vfIBaUHm1b,Stevie Wonder
84135,11/9/63,26,Blue Velvet,Bobby Vinton,15,1,14,,Blue Velvet Bobby Vinton,spotify:track:4QelFzhVgLomeQhvKrwM1S,Bobby Vinton
84136,4/20/74,26,Dark Lady,Cher,15,1,14,,Dark Lady Cher,spotify:track:16ShgoIW9TtfzUFHOJJIvC,Cher
84137,7/20/74,26,Band On The Run,Paul McCartney And Wings,15,1,14,,Band On The Run Paul McCartney And Wings,spotify:track:1H4idkmruFoJBg1DvUv2tY,Wings
84138,12/8/73,26,Angie,The Rolling Stones,19,1,14,,Angie The Rolling Stones,spotify:track:1GcVa4jFySlun4jLSuMhiq,The Rolling Stones
84182,10/19/68,27,People Got To Be Free,The Rascals,12,1,14,,People Got To Be Free The Rascals,spotify:track:5tUEIByLWg1sYWajZ2x5zx,The Rascals
84183,8/19/61,27,Quarter To Three,U.S. Bonds,19,1,14,,Quarter To Three U.S. Bonds,spotify:track:7aHn8rGeEGkDkQiUV0DpW1,Gary U.S. Bonds
84184,3/7/87,27,Open Your Heart,Madonna,19,1,14,,Open Your Heart Madonna,spotify:track:3kme5Qos8h04yrKxsgur79,Madonna
84185,8/6/66,27,Strangers In The Night,Frank Sinatra,22,1,14,,Strangers In The Night Frank Sinatra,spotify:track:74VR3AkGPhbYXnxcOYa16x,Frank Sinatra
84232,12/21/63,28,Sugar Shack,Jimmy Gilmer And The Fireballs,13,1,14,,Sugar Shack Jimmy Gilmer And The Fireballs,spotify:track:7g0RYi9itCZ1NqmE1h6RLp,Jimmy Gilmer & The Fireballs
84233,7/5/75,28,Sister Golden Hair,America,13,1,14,,Sister Golden Hair America,spotify:track:5VSAonaAPhhGn0G7hMYwWK,America
84234,12/13/69,28,Suspicious Minds,Elvis Presley,17,1,14,,Suspicious Minds Elvis Presley,spotify:track:1H5IfYyIIAlgDX8zguUzns,Elvis Presley
84235,4/27/91,28,Coming Out Of The Dark,Gloria Estefan,19,1,14,,Coming Out Of The Dark Gloria Estefan,spotify:track:5x9MJycRilBm2SNavzt9yF,Gloria Estefan
84236,4/20/91,28,Someday,Mariah Carey,21,1,14,,Someday Mariah Carey,spotify:track:6TSM5vkz0WzyZsNAKKYDcw,Mariah Carey
84237,10/2/76,28,Don't Go Breaking My Heart,Elton John & Kiki Dee,25,1,14,,Don't Go Breaking My Heart Elton John & Kiki Dee,spotify:track:3BTtZeRI9cSmR6TuhBVucG,Players Since Creation
84280,3/20/76,29,50 Ways To Leave Your Lover,Paul Simon,11,1,14,,50 Ways To Leave Your Lover Paul Simon,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,Paul Simon
84281,9/10/88,29,Roll With It,Steve Winwood,16,1,14,,Roll With It Steve Winwood,spotify:track:2QlPByrmEO9XciNBXCrawR,Steve Winwood
84282,5/11/85,29,One More Night,Phil Collins,17,1,14,,One More Night Phil Collins,spotify:track:6fkvIT9KFKxO8poBeKfaEf,Phil Collins
84283,2/22/92,29,Black Or White,Michael Jackson,20,1,14,,Black Or White Michael Jackson,spotify:track:2Cy7QY8HPLk925AyNAt6OG,Michael Jackson
84368,11/7/70,31,Ain't No Mountain High Enough,Diana Ross,16,1,14,,Ain't No Mountain High Enough Diana Ross,spotify:track:1KbuhBnzMHp4eq1q6flhWd,Diana Ross
84369,8/17/85,31,A View To A Kill,Duran Duran,19,1,14,,A View To A Kill Duran Duran,spotify:track:6I4snLrVOrJsLdd43isc27,Duran Duran
84370,8/27/60,31,Alley-Oop,Hollywood Argyles,23,1,14,,Alley-Oop Hollywood Argyles,spotify:track:5zSaNRRrhmn60aZFGYa76b,Hollywood Argyles
84409,6/23/62,32,Soldier Boy,The Shirelles,14,1,14,,Soldier Boy The Shirelles,spotify:track:6g4Oyy8IwraOjPl7nqnROq,The Shirelles
84410,1/5/74,32,Photograph,Ringo Starr,28,1,14,,Photograph Ringo Starr,spotify:track:1hwN2eAwsXgktvw9Qe8TrP,Ringo Starr
84486,11/1/86,34,Stuck With You,Huey Lewis & The News,21,1,14,,Stuck With You Huey Lewis & The News,spotify:track:2cFl7utlqyZjCXN1G5nRvA,Huey Lewis & The News
84526,1/24/76,35,That's The Way (I Like It),KC And The Sunshine Band,24,1,14,,That's The Way (I Like It) KC And The Sunshine Band,spotify:track:1qiQduM84A0VeH8Y2uAbqi,KC & The Sunshine Band
84527,10/31/87,35,Didn't We Almost Have It All,Whitney Houston,24,1,14,,Didn't We Almost Have It All Whitney Houston,spotify:track:19wadMw1A8XejDV4p5wMt1,Whitney Houston
84528,9/27/86,35,Papa Don't Preach,Madonna,27,1,14,,Papa Don't Preach Madonna,spotify:track:6A8OnjnpShshNpcqWtZRjr,Madonna
84529,12/31/60,35,Stay,Maurice Williams & The Zodiacs,30,1,14,,Stay Maurice Williams & The Zodiacs,spotify:track:5R2DZitRTDYtrkCoJiddct,Maurice Williams & The Zodiacs
84567,8/10/85,36,Sussudio,Phil Collins,22,1,14,,Sussudio Phil Collins,spotify:track:4qM461TqtpnP4GLRIXwEnW,Phil Collins
84598,8/10/63,37,Sukiyaki,Kyu Sakamoto,18,1,14,,Sukiyaki Kyu Sakamoto,spotify:track:6meIeOX3DHdaCnaNw67abE,Kyu Sakamoto
84599,9/8/01,37,Bootylicious,Destiny's Child,24,1,14,,Bootylicious Destiny's Child,spotify:track:41nT1Sp6ChR65FbsdLlFHW,Destiny's Child
84600,1/2/99,37,One Week,Barenaked Ladies,27,1,14,,One Week Barenaked Ladies,spotify:track:29hBRadFZf9QTGRHZmxm65,Barenaked Ladies
84601,10/7/89,37,Right Here Waiting,Richard Marx,29,1,14,,Right Here Waiting Richard Marx,spotify:track:4LFwNJWoj74Yd71fIr1W8x,Richard Marx
84647,12/3/66,38,Reach Out I'll Be There,Four Tops,22,1,14,,Reach Out I'll Be There Four Tops,spotify:track:6Pkj4nv5K53i64cLVgkVyY,Four Tops
84648,2/22/75,38,Please Mr. Postman,Carpenters,25,1,14,,Please Mr. Postman Carpenters,spotify:track:74jZhGv0fdLaf9q8AZZ15k,Carpenters
84649,1/13/73,38,Papa Was A Rollin' Stone,The Temptations,27,1,14,,Papa Was A Rollin' Stone The Temptations,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,The Temptations
84650,7/16/88,38,One More Try,George Michael,32,1,14,,One More Try George Michael,spotify:track:5932kbyNt445gDTT2chRUS,George Michael
84685,7/2/60,39,Stuck On You,Elvis Presley With The Jordanaires,22,1,14,,Stuck On You Elvis Presley With The Jordanaires,spotify:track:39zODpVtRvghMyfNjZ3BVK,Elvis Presley
84721,12/30/61,40,Big Bad John,Jimmy Dean,19,1,14,,Big Bad John Jimmy Dean,spotify:track:61uAY9xdzYiIbYJ07XvKso,Jimmy Dean
84756,9/11/65,41,(I Can't Get No) Satisfaction,The Rolling Stones,31,1,14,,(I Can't Get No) Satisfaction The Rolling Stones,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones
84794,8/31/74,42,ANNIE's SONG,John Denver,28,1,14,,ANNIE's SONG John Denver,spotify:track:4J0DbyODwZJcmIAiTSJfMF,John Denver
84830,12/24/88,43,Bad Medicine,Bon Jovi,26,1,14,,Bad Medicine Bon Jovi,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,Bon Jovi
